Symbol,Company Name,Stock Price,Price Target,PT Diff in %,Score,Valuation,Valuation1,PT Diff in % Absolute,Score1,BG_Value,Score2,PE Ratio,PE_Market_avg,Score3,Industry,PE_Industry_group_avg,Score4,Valuation_total_score,Symbol,Company Name,EPS Growth 5Y,EPS_Industry_group_avg,PScore1,EPS_Market_avg,PScore2,Industry,Rev. Growth 5Y,Rev_Industry_group_avg,PScore3,Rev_Market_avg,PScore4,ROE,PScore5,Performance_total_score,Symbol,Company Name,Op. Income,FScore1,Current Ratio,FScore2,Industry,Debt / Equity,DE_Industry_group_avg,FScore3,DE_Market_avg,FScore4,EPS Growth 3Y,EPS Growth 5Y,FScore5,Financial_total_score,Total_Score,Max_Score,Stock_Score_Ratio (%)
ACHV,Achieve Life Sciences,5.81,14.67,152.5,1,Underpriced,Significantly,152.5,1,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,2,ACHV,Achieve Life Sciences,,12.32846153846154,0,13.162481789802287,0,Biotechnology,,20.71185567010309,0,13.650812124678296,0,-762.7,0,0,ACHV,Achieve Life Sciences,-42152000.0,0,0.9,0,Biotechnology,37.21,0.9478119349005424,0,2.0191649269311065,0,,,0,0,2,15,13.33
ACI,Albertsons Companies,21.37,25.63,19.93,1,Underpriced,Slightly,19.93,0,11.972182895067968,0,9.41,62.24668954248366,0,Grocery Stores,14.291999999999998,0,1,ACI,Albertsons Companies,95.25,22.795714285714286,1,13.162481789802287,1,Grocery Stores,5.32,5.847142857142857,0,13.650812124678296,0,55.6,1,3,ACI,Albertsons Companies,2307100000.0,1,0.74,0,Grocery Stores,9.29,3.899090909090909,0,2.0191649269311065,0,41.57%,95.25%,1,2,6,15,40.0
ACIU,AC Immune,2.0,13.0,550.0,1,Underpriced,Significantly,550.0,1,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,2,ACIU,AC Immune,,12.32846153846154,0,13.162481789802287,0,Biotechnology,-27.54,20.71185567010309,0,13.650812124678296,0,-38.8,0,0,ACIU,AC Immune,-76472527.0,0,10.39,1,Biotechnology,0.02,0.9478119349005424,1,2.0191649269311065,1,,,0,3,5,15,33.33
ACIW,ACI Worldwide,22.91,32.5,41.86,1,Underpriced,Significantly,41.86,1,14.016110024437252,0,28.28,62.24668954248366,0,Software - Infrastructure,91.06395348837208,0,2,ACIW,ACI Worldwide,,22.663478260869564,0,13.162481789802287,0,Software - Infrastructure,6.74,16.15350649350649,0,13.650812124678296,0,7.9,0,0,ACIW,ACI Worldwide,151817000.0,1,1.36,1,Software - Infrastructure,0.95,3.3344545454545456,1,2.0191649269311065,1,11.78%,,0,4,6,15,40.0
ACLS,Axcelis Technologies,169.08,147.2,-12.94,0,Overpriced,Slightly,12.94,0,52.31766994312126,0,29.82,62.24668954248366,0,Semiconductor Equipment & Materials,244.2408,0,0,ACLS,Axcelis Technologies,7.72,15.145238095238096,0,13.162481789802287,0,Semiconductor Equipment & Materials,16.83,13.735555555555557,1,13.650812124678296,1,29.4,1,3,ACLS,Axcelis Technologies,214793000.0,1,3.49,1,Semiconductor Equipment & Materials,0.07,0.3932142857142857,1,2.0191649269311065,1,105.85%,7.72%,1,5,8,15,53.33
ACLX,Arcellx,35.8,48.7,36.03,1,Underpriced,Significantly,36.03,1,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,2,ACLX,Arcellx,,12.32846153846154,0,13.162481789802287,0,Biotechnology,,20.71185567010309,0,13.650812124678296,0,-71.1,0,0,ACLX,Arcellx,-195626000.0,0,3.44,1,Biotechnology,0.29,0.9478119349005424,1,2.0191649269311065,1,,,0,3,5,15,33.33
ACM,AECOM,86.67,98.5,13.65,1,Underpriced,Slightly,13.65,0,33.35967350400863,0,32.71,62.24668954248366,0,Engineering & Construction,30.660833333333333,0,1,ACM,AECOM,18.59,12.88888888888889,1,13.162481789802287,1,Engineering & Construction,-6.67,11.92970588235294,0,13.650812124678296,0,14.8,0,2,ACM,AECOM,665161000.0,1,1.09,1,Engineering & Construction,1.08,1.248888888888889,1,2.0191649269311065,1,,18.59%,0,4,7,15,46.67
ACMR,ACM Research,11.64,18.33,57.47,1,Underpriced,Significantly,57.47,1,14.332237535259049,1,14.73,62.24668954248366,0,Semiconductor Equipment & Materials,244.2408,0,3,ACMR,ACM Research,65.83,15.145238095238096,1,13.162481789802287,1,Semiconductor Equipment & Materials,59.64,13.735555555555557,1,13.650812124678296,1,7.8,0,4,ACMR,ACM Research,77203000.0,1,2.21,1,Semiconductor Equipment & Materials,0.12,0.3932142857142857,1,2.0191649269311065,1,35.58%,65.83%,1,5,12,15,80.0
ACN,Accenture,319.54,326.79,2.27,1,Underpriced,Slightly,2.27,0,95.88609504948504,0,29.42,62.24668954248366,0,Information Technology Services,32.660810810810815,0,1,ACN,Accenture,13.8,18.45851851851852,0,13.162481789802287,1,Information Technology Services,10.57,12.415714285714284,0,13.650812124678296,0,30.8,1,2,ACN,Accenture,9408988000.0,1,1.29,1,Information Technology Services,0.14,1.3882089552238808,1,2.0191649269311065,1,12.29%,13.80%,1,5,8,15,53.33
ACNB,ACNB Corporation,32.56,33.5,2.89,1,Underpriced,Slightly,2.89,0,54.82182237440449,1,7.32,62.24668954248366,0,Banks - Regional,11.796324786324789,0,2,ACNB,ACNB Corporation,20.11,17.076541095890413,1,13.162481789802287,1,Banks - Regional,11.39,12.27737541528239,0,13.650812124678296,0,15.6,0,2,ACNB,ACNB Corporation,48142000.0,1,,0,Banks - Regional,0.31,0.965042492917847,1,2.0191649269311065,1,23.02%,20.11%,0,3,7,15,46.67
ACNT,Ascent Industries Co.,9.39,20.0,112.99,1,Underpriced,Significantly,112.99,1,13.302510927648663,1,15.15,62.24668954248366,0,Steel,10.715789473684213,0,3,ACNT,Ascent Industries Co.,3.98,36.64071428571429,0,13.162481789802287,0,Steel,11.84,27.09941176470588,0,13.650812124678296,0,5.0,0,0,ACNT,Ascent Industries Co.,1577000.0,1,4.2,1,Steel,0.71,0.46,0,2.0191649269311065,1,,3.98%,0,3,6,15,40.0
ACON,Aclarion,1.01,3.0,197.03,1,Underpriced,Significantly,197.03,1,,0,,62.24668954248366,0,Health Information Services,95.418,0,2,ACON,Aclarion,,6.83,0,13.162481789802287,0,Health Information Services,,39.20904761904762,0,13.650812124678296,0,,0,0,ACON,Aclarion,-5561568.0,0,2.47,1,Health Information Services,,0.5213207547169811,0,2.0191649269311065,0,,,0,1,3,15,20.0
ACOR,Acorda Therapeutics,12.91,,,0,,,,0,,0,,62.24668954248366,0,Drug Manufacturers - Specialty & Generic,42.62173913043478,0,0,ACOR,Acorda Therapeutics,,12.529999999999998,0,13.162481789802287,0,Drug Manufacturers - Specialty & Generic,-27.11,36.78283333333333,0,13.650812124678296,0,-69.7,0,0,ACOR,Acorda Therapeutics,-34847000.0,0,1.96,1,Drug Manufacturers - Specialty & Generic,2.3,1.5526190476190476,0,2.0191649269311065,0,,,0,1,1,15,6.67
ACR,ACRES Commercial Realty,8.29,13.5,62.85,1,Underpriced,Significantly,62.85,1,,0,,62.24668954248366,0,REIT - Mortgage,16.103125,0,2,ACR,ACRES Commercial Realty,,-7.851666666666667,0,13.162481789802287,0,REIT - Mortgage,14.66,3.036666666666666,1,13.650812124678296,1,-1.9,0,2,ACR,ACRES Commercial Realty,7171000.0,1,,0,REIT - Mortgage,4.28,5.33775,1,2.0191649269311065,0,,,0,2,6,15,40.0
ACRE,Ares Commercial Real Estate,10.12,10.7,5.73,1,Underpriced,Slightly,5.73,0,6.437033263849441,0,72.29,62.24668954248366,1,REIT - Mortgage,16.103125,1,3,ACRE,Ares Commercial Real Estate,-34.71,-7.851666666666667,0,13.162481789802287,0,REIT - Mortgage,17.34,3.036666666666666,1,13.650812124678296,1,0.9,0,2,ACRE,Ares Commercial Real Estate,80910000.0,1,,0,REIT - Mortgage,2.35,5.33775,1,2.0191649269311065,0,-31.73%,-34.71%,1,3,8,15,53.33
ACRO,Acropolis Infrastructure Acquisition,10.23,,,0,,,,0,,0,93.0,62.24668954248366,1,Shell Companies,132.68085501858738,0,1,ACRO,Acropolis Infrastructure Acquisition,,,0,13.162481789802287,0,Shell Companies,,,0,13.650812124678296,0,-30.9,0,0,ACRO,Acropolis Infrastructure Acquisition,-2139757.0,0,0.06,0,Shell Companies,,0.671,0,2.0191649269311065,0,,,0,0,1,15,6.67
ACRS,Aclaris Therapeutics,10.22,32.0,213.11,1,Underpriced,Significantly,213.11,1,,0,,62.24668954248366,0,Diagnostics & Research,60.27,0,2,ACRS,Aclaris Therapeutics,,22.932,0,13.162481789802287,0,Diagnostics & Research,61.56,19.669302325581395,1,13.650812124678296,1,-46.4,0,2,ACRS,Aclaris Therapeutics,-95765000.0,0,10.1,1,Diagnostics & Research,0.0,1.1347540983606557,1,2.0191649269311065,1,,,0,3,7,15,46.67
ACRV,Acrivon Therapeutics,12.5,23.2,85.6,1,Underpriced,Significantly,85.6,1,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,2,ACRV,Acrivon Therapeutics,,12.32846153846154,0,13.162481789802287,0,Biotechnology,,20.71185567010309,0,13.650812124678296,0,,0,0,ACRV,Acrivon Therapeutics,,0,21.82,1,Biotechnology,0.03,0.9478119349005424,1,2.0191649269311065,1,,,0,3,5,15,33.33
ACRX,AcelRx Pharmaceuticals,1.18,,,0,,,,0,13.453104718414671,1,0.19,62.24668954248366,0,Drug Manufacturers - Specialty & Generic,42.62173913043478,0,1,ACRX,AcelRx Pharmaceuticals,,12.529999999999998,0,13.162481789802287,0,Drug Manufacturers - Specialty & Generic,-23.96,36.78283333333333,0,13.650812124678296,0,178.3,1,1,ACRX,AcelRx Pharmaceuticals,-32966000.0,0,1.83,1,Drug Manufacturers - Specialty & Generic,0.24,1.5526190476190476,1,2.0191649269311065,1,,,0,3,5,15,33.33
ACST,Acasti Pharma,0.57,2.45,329.82,1,Underpriced,Significantly,329.82,1,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,2,ACST,Acasti Pharma,,12.32846153846154,0,13.162481789802287,0,Biotechnology,,20.71185567010309,0,13.650812124678296,0,-16.8,0,0,ACST,Acasti Pharma,-13984152.0,0,9.74,1,Biotechnology,0.01,0.9478119349005424,1,2.0191649269311065,1,,,0,3,5,15,33.33
ACT,Enact Holdings,24.94,27.0,8.26,1,Underpriced,Slightly,8.26,0,51.191364131033055,1,5.69,62.24668954248366,0,Insurance - Specialty,20.699375,0,2,ACT,Enact Holdings,,7.626428571428571,0,13.162481789802287,0,Insurance - Specialty,,4.245294117647059,0,13.650812124678296,0,17.2,0,0,ACT,Enact Holdings,964817000.0,1,,0,Insurance - Specialty,0.17,0.7176470588235294,1,2.0191649269311065,1,,,0,3,5,15,33.33
ACTG,Acacia Research,4.54,,,0,,,,0,,0,,62.24668954248366,0,Specialty Business Services,33.583636363636366,0,0,ACTG,Acacia Research,,12.134285714285712,0,13.162481789802287,0,Specialty Business Services,-12.6,0.839230769230769,0,13.650812124678296,0,-20.8,0,0,ACTG,Acacia Research,-40908000.0,0,5.6,1,Specialty Business Services,0.18,1.0571875,1,2.0191649269311065,1,,,0,3,3,15,20.0
ACU,Acme United,24.7,,,0,,,,0,21.030921182157275,0,28.39,62.24668954248366,0,Household & Personal Products,52.93631578947368,0,0,ACU,Acme United,-4.93,-0.0441666666666666,0,13.162481789802287,0,Household & Personal Products,7.87,2.0500000000000003,1,13.650812124678296,0,4.0,0,1,ACU,Acme United,7091302.0,1,4.13,1,Household & Personal Products,0.67,45.61260869565218,1,2.0191649269311065,1,-20.17%,-4.93%,1,5,6,15,40.0
ACVA,ACV Auctions,17.72,17.75,0.17,1,Underpriced,Slightly,0.17,0,,0,,62.24668954248366,0,Auto & Truck Dealerships,22.174705882352946,0,1,ACVA,ACV Auctions,,14.869285714285716,0,13.162481789802287,0,Auto & Truck Dealerships,,19.66263157894737,0,13.650812124678296,0,-18.4,0,0,ACVA,ACV Auctions,-97954000.0,0,2.01,1,Auto & Truck Dealerships,0.2,3.888888888888889,1,2.0191649269311065,1,,,0,3,4,15,26.67
ACXP,Acurx Pharmaceuticals,2.78,14.0,403.6,1,Underpriced,Significantly,403.6,1,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,2,ACXP,Acurx Pharmaceuticals,,12.32846153846154,0,13.162481789802287,0,Biotechnology,,20.71185567010309,0,13.650812124678296,0,-158.1,0,0,ACXP,Acurx Pharmaceuticals,-12325595.0,0,3.56,1,Biotechnology,,0.9478119349005424,0,2.0191649269311065,0,,,0,1,3,15,20.0
ADAG,Adagene,1.28,5.0,290.62,1,Underpriced,Significantly,290.62,1,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,2,ADAG,Adagene,,12.32846153846154,0,13.162481789802287,0,Biotechnology,,20.71185567010309,0,13.650812124678296,0,-66.7,0,0,ADAG,Adagene,-81752295.0,0,2.71,1,Biotechnology,0.34,0.9478119349005424,1,2.0191649269311065,1,,,0,3,5,15,33.33
ADAP,Adaptimmune Therapeutics,1.02,5.7,458.82,1,Underpriced,Significantly,458.82,1,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,2,ADAP,Adaptimmune Therapeutics,,12.32846153846154,0,13.162481789802287,0,Biotechnology,10.52,20.71185567010309,0,13.650812124678296,0,-108.5,0,0,ADAP,Adaptimmune Therapeutics,-112328000.0,0,3.36,1,Biotechnology,0.27,0.9478119349005424,1,2.0191649269311065,1,,,0,3,5,15,33.33
ADBE,Adobe,495.18,447.72,-9.58,0,Overpriced,Slightly,9.58,0,87.33638538377464,0,47.25,62.24668954248366,0,Software - Infrastructure,91.06395348837208,0,0,ADBE,Adobe,19.28,22.663478260869564,0,13.162481789802287,1,Software - Infrastructure,17.81,16.15350649350649,1,13.650812124678296,1,8.73,0,3,ADBE,Adobe,6199000000.0,1,1.16,1,Software - Infrastructure,0.28,3.3344545454545456,1,2.0191649269311065,1,11.40%,19.28%,1,5,8,15,53.33
ADC,Agree Realty,65.84,77.13,17.15,1,Underpriced,Slightly,17.15,0,45.52791508741537,0,36.78,62.24668954248366,0,REIT - Retail,61.5325,0,1,ADC,Agree Realty,-2.86,1.8038888888888889,0,13.162481789802287,0,REIT - Retail,31.32,3.9524,1,13.650812124678296,1,3.4,0,2,ADC,Agree Realty,227653000.0,1,,0,REIT - Retail,0.42,1.720740740740741,1,2.0191649269311065,1,-2.14%,-2.86%,1,4,7,15,46.67
ADCT,ADC Therapeutics,2.29,8.4,266.81,1,Underpriced,Significantly,266.81,1,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,2,ADCT,ADC Therapeutics,,12.32846153846154,0,13.162481789802287,0,Biotechnology,,20.71185567010309,0,13.650812124678296,0,-229.2,0,0,ADCT,ADC Therapeutics,-134835000.0,0,4.69,1,Biotechnology,3.26,0.9478119349005424,0,2.0191649269311065,0,,,0,1,3,15,20.0
ADD,Color Star Technology Co.,1.46,,,0,,,,0,,0,,62.24668954248366,0,Entertainment,49.265,0,0,ADD,Color Star Technology Co.,,-4.768000000000001,0,13.162481789802287,0,Entertainment,-31.52,18.83805555555556,0,13.650812124678296,0,-125.0,0,0,ADD,Color Star Technology Co.,-89836638.0,0,5.36,1,Entertainment,,4.247804878048781,0,2.0191649269311065,0,,,0,1,1,15,6.67
ADEA,Adeia,10.65,16.5,54.93,1,Underpriced,Significantly,54.93,1,,0,,62.24668954248366,0,Software - Application,164.93469696969697,0,2,ADEA,Adeia,,11.917352941176471,0,13.162481789802287,0,Software - Application,12.34,20.571181818181817,0,13.650812124678296,0,-39.1,0,0,ADEA,Adeia,-262999000.0,0,2.12,1,Software - Application,2.02,4.053584905660378,1,2.0191649269311065,0,,,0,2,4,15,26.67
ADER,26 Capital Acquisition,10.68,,,0,,,,0,,0,133.53,62.24668954248366,1,Shell Companies,132.68085501858738,1,2,ADER,26 Capital Acquisition,,,0,13.162481789802287,0,Shell Companies,,,0,13.650812124678296,0,-21.7,0,0,ADER,26 Capital Acquisition,-10286530.0,0,0.12,0,Shell Companies,,0.671,0,2.0191649269311065,0,,,0,0,2,15,13.33
ADES,Advanced Emissions Solutions,1.34,6.0,347.76,1,Underpriced,Significantly,347.76,1,,0,,62.24668954248366,0,Pollution & Treatment Controls,63.970000000000006,0,2,ADES,Advanced Emissions Solutions,,20.354,0,13.162481789802287,0,Pollution & Treatment Controls,19.41,7.191818181818181,1,13.650812124678296,1,-9.1,0,2,ADES,Advanced Emissions Solutions,-16560000.0,0,5.23,1,Pollution & Treatment Controls,0.13,0.3272727272727272,1,2.0191649269311065,1,,,0,3,7,15,46.67
ADEX,Adit EdTech Acquisition,10.65,,,0,,,,0,,0,1065.0,62.24668954248366,1,Shell Companies,132.68085501858738,1,2,ADEX,Adit EdTech Acquisition,,,0,13.162481789802287,0,Shell Companies,,,0,13.650812124678296,0,-20.1,0,0,ADEX,Adit EdTech Acquisition,-3272085.0,0,0.14,0,Shell Companies,,0.671,0,2.0191649269311065,0,,,0,0,2,15,13.33
ADI,Analog Devices,188.36,199.89,6.12,1,Underpriced,Slightly,6.12,0,106.6617332233421,0,26.76,62.24668954248366,0,Semiconductors,328.74357142857144,0,1,ADI,Analog Devices,17.01,25.8856,0,13.162481789802287,1,Semiconductors,15.56,8.33470588235294,1,13.650812124678296,1,10.0,0,3,ADI,Analog Devices,4254986000.0,1,1.79,1,Semiconductors,0.19,0.497,1,2.0191649269311065,1,33.04%,17.01%,0,4,8,15,53.33
ADIL,Adial Pharmaceuticals,0.24,,,0,,,,0,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,0,ADIL,Adial Pharmaceuticals,,12.32846153846154,0,13.162481789802287,0,Biotechnology,,20.71185567010309,0,13.650812124678296,0,-281.5,0,0,ADIL,Adial Pharmaceuticals,-13178901.0,0,1.65,1,Biotechnology,0.13,0.9478119349005424,1,2.0191649269311065,1,,,0,3,3,15,20.0
ADM,Archer-Daniels-Midland Company,75.48,98.91,31.04,1,Underpriced,Significantly,31.04,1,90.53831980865137,1,9.47,62.24668954248366,0,Farm Products,14.539090909090907,0,3,ADM,Archer-Daniels-Midland Company,22.41,31.357142857142858,0,13.162481789802287,1,Farm Products,10.69,15.174999999999995,0,13.650812124678296,0,18.2,0,1,ADM,Archer-Daniels-Midland Company,4271000000.0,1,1.51,1,Farm Products,0.46,0.8861111111111112,1,2.0191649269311065,1,43.10%,22.41%,0,4,8,15,53.33
ADMA,ADMA Biologics,3.93,5.25,33.59,1,Underpriced,Significantly,33.59,1,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,2,ADMA,ADMA Biologics,,12.32846153846154,0,13.162481789802287,0,Biotechnology,49.72,20.71185567010309,1,13.650812124678296,1,-37.2,0,2,ADMA,ADMA Biologics,-25363332.0,0,7.19,1,Biotechnology,1.0,0.9478119349005424,0,2.0191649269311065,1,,,0,2,6,15,40.0
ADMP,Adamis Pharmaceuticals,2.15,,,0,,,,0,3.8374920226013978,1,,62.24668954248366,0,Drug Manufacturers - Specialty & Generic,42.62173913043478,0,1,ADMP,Adamis Pharmaceuticals,,12.529999999999998,0,13.162481789802287,0,Drug Manufacturers - Specialty & Generic,-17.18,36.78283333333333,0,13.650812124678296,0,,0,0,ADMP,Adamis Pharmaceuticals,-23573357.0,0,0.58,0,Drug Manufacturers - Specialty & Generic,,1.5526190476190476,0,2.0191649269311065,0,,,0,0,1,15,6.67
ADN,Advent Technologies Holdings,0.68,10.5,1444.12,1,Underpriced,Significantly,1444.12,1,,0,,62.24668954248366,0,Utilities - Renewable,28.711428571428574,0,2,ADN,Advent Technologies Holdings,,-16.22,0,13.162481789802287,0,Utilities - Renewable,,12.406666666666666,0,13.650812124678296,0,-95.4,0,0,ADN,Advent Technologies Holdings,-84152000.0,0,2.62,1,Utilities - Renewable,0.21,2.029130434782609,1,2.0191649269311065,1,,,0,3,5,15,33.33
ADNT,Adient,39.17,45.71,16.7,1,Underpriced,Slightly,16.7,0,7.914400657380264,0,326.42,62.24668954248366,1,Auto Parts,53.232,1,3,ADNT,Adient,-41.08,1.3090476190476197,0,13.162481789802287,0,Auto Parts,-2.56,4.2305882352941175,0,13.650812124678296,0,0.6,0,0,ADNT,Adient,316000000.0,1,1.16,1,Auto Parts,1.15,1.3533333333333335,1,2.0191649269311065,1,,-41.08%,0,4,7,15,46.67
ADOC,Edoc Acquisition,11.03,,,0,,,,0,4.831846814689785,0,,62.24668954248366,0,Shell Companies,132.68085501858738,0,0,ADOC,Edoc Acquisition,,,0,13.162481789802287,0,Shell Companies,,,0,13.650812124678296,0,,0,0,ADOC,Edoc Acquisition,-1830754.0,0,0.02,0,Shell Companies,,0.671,0,2.0191649269311065,0,,,0,0,0,15,0.0
ADP,Automatic Data Processing,221.32,238.8,7.9,1,Underpriced,Slightly,7.9,0,39.66355461176748,0,28.3,62.24668954248366,0,Staffing & Employment Services,36.89842105263158,0,1,ADP,Automatic Data Processing,10.96,12.528571428571428,0,13.162481789802287,0,Staffing & Employment Services,6.21,3.0359090909090907,1,13.650812124678296,0,104.5,1,2,ADP,Automatic Data Processing,4299900000.0,1,1.0,0,Staffing & Employment Services,0.9,0.716,0,2.0191649269311065,1,10.28%,10.96%,1,3,6,15,40.0
ADPT,Adaptive Biotechnologies,8.39,12.5,48.99,1,Underpriced,Significantly,48.99,1,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,2,ADPT,Adaptive Biotechnologies,,12.32846153846154,0,13.162481789802287,0,Biotechnology,36.82,20.71185567010309,1,13.650812124678296,1,-41.2,0,2,ADPT,Adaptive Biotechnologies,-194312000.0,0,5.56,1,Biotechnology,0.55,0.9478119349005424,1,2.0191649269311065,1,,,0,3,7,15,46.67
ADRT,Ault Disruptive Technologies,11.02,,,0,,,,0,,0,220.4,62.24668954248366,1,Shell Companies,132.68085501858738,1,2,ADRT,Ault Disruptive Technologies,,,0,13.162481789802287,0,Shell Companies,,,0,13.650812124678296,0,-24.6,0,0,ADRT,Ault Disruptive Technologies,-1458029.0,0,1.0,0,Shell Companies,,0.671,0,2.0191649269311065,0,,,0,0,2,15,13.33
ADSE,ADS-TEC Energy,6.07,6.33,4.28,1,Underpriced,Slightly,4.28,0,,0,,62.24668954248366,0,Electrical Equipment & Parts,20.11842105263158,0,1,ADSE,ADS-TEC Energy,,13.155,0,13.162481789802287,0,Electrical Equipment & Parts,,11.652142857142858,0,13.650812124678296,0,-21.3,0,0,ADSE,ADS-TEC Energy,-40129787.0,0,2.48,1,Electrical Equipment & Parts,0.04,1.16675,1,2.0191649269311065,1,,,0,3,4,15,26.67
ADSK,Autodesk,213.5,241.76,13.24,1,Underpriced,Slightly,13.24,0,19.092045206544025,0,55.31,62.24668954248366,0,Software - Application,164.93469696969697,0,1,ADSK,Autodesk,,11.917352941176471,0,13.162481789802287,0,Software - Application,19.09,20.571181818181817,0,13.650812124678296,1,90.9,1,2,ADSK,Autodesk,992000000.0,1,0.72,0,Software - Application,2.99,4.053584905660378,1,2.0191649269311065,0,41.24%,,0,2,5,15,33.33
ADT,ADT Inc.,6.42,9.15,42.52,1,Underpriced,Significantly,42.52,1,1.7991381406712033,0,160.5,62.24668954248366,1,Security & Protection Services,33.82333333333333,1,4,ADT,ADT Inc.,-40.36,11.312499999999998,0,13.162481789802287,0,Security & Protection Services,8.13,5.599444444444444,1,13.650812124678296,0,0.9,0,1,ADT,ADT Inc.,526991000.0,1,0.81,0,Security & Protection Services,2.97,1.563,0,2.0191649269311065,0,,-40.36%,0,1,6,15,40.0
ADTH,AdTheorent Holding Company,1.47,2.63,78.91,1,Underpriced,Significantly,78.91,1,5.251391230633627,1,2.07,62.24668954248366,0,Advertising Agencies,42.89111111111111,0,3,ADTH,AdTheorent Holding Company,,-2.677,0,13.162481789802287,0,Advertising Agencies,,6.737931034482759,0,13.650812124678296,0,44.8,1,1,ADTH,AdTheorent Holding Company,1779000.0,1,6.48,1,Advertising Agencies,0.05,1.2288571428571429,1,2.0191649269311065,1,,,0,4,8,15,53.33
ADTN,ADTRAN Holdings,10.74,20.11,87.24,1,Underpriced,Significantly,87.24,1,,0,,62.24668954248366,0,Communication Equipment,26.672758620689656,0,2,ADTN,ADTRAN Holdings,,26.11470588235294,0,13.162481789802287,0,Communication Equipment,14.12,9.952,1,13.650812124678296,1,-4.7,0,2,ADTN,ADTRAN Holdings,-122491000.0,0,1.69,1,Communication Equipment,0.26,1.6960655737704915,1,2.0191649269311065,1,,,0,3,7,15,46.67
ADTX,Aditxt,0.58,4.0,589.66,1,Underpriced,Significantly,589.66,1,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,2,ADTX,Aditxt,,12.32846153846154,0,13.162481789802287,0,Biotechnology,,20.71185567010309,0,13.650812124678296,0,-569.9,0,0,ADTX,Aditxt,-25145062.0,0,0.33,0,Biotechnology,60.88,0.9478119349005424,0,2.0191649269311065,0,,,0,0,2,15,13.33
ADUS,Addus HomeCare,91.81,110.2,20.03,1,Underpriced,Significantly,20.03,1,52.76422497171282,0,29.71,62.24668954248366,0,Medical Care Facilities,27.51,0,2,ADUS,Addus HomeCare,23.4,8.7785,1,13.162481789802287,1,Medical Care Facilities,17.61,6.7909375,1,13.650812124678296,1,8.0,0,4,ADUS,Addus HomeCare,73832000.0,1,1.68,1,Medical Care Facilities,0.25,4.20725,1,2.0191649269311065,1,15.80%,23.40%,1,5,11,15,73.33
ADV,Advantage Solutions,2.15,2.95,37.21,1,Underpriced,Significantly,37.21,1,,0,,62.24668954248366,0,Advertising Agencies,42.89111111111111,0,2,ADV,Advantage Solutions,,-2.677,0,13.162481789802287,0,Advertising Agencies,,6.737931034482759,0,13.650812124678296,0,-79.9,0,0,ADV,Advantage Solutions,-1470686000.0,0,2.06,1,Advertising Agencies,1.87,1.2288571428571429,0,2.0191649269311065,1,,,0,2,4,15,26.67
