Symbol,Company Name,Market Cap,Stock Price,Price Target,PT Diff. (%),Industry,PE Ratio,EPS,PEG Ratio,PB Ratio,Shares Out,Equity,Sector,EPS Growth,PS Ratio,Beta (1Y),ROE,Valuation,PT Diff in %,Score,Valuation1,Score1,PT Diff in % Absolute,BG_Value,Score2,Score3,PE_Market_avg,Score4,PE_Industry_group_avg
ADSK,Autodesk,45630501000,213.5,241.76,13.24%,Software - Application,55.31,3.86,1.08,50.87,213726000.0,897000000.0,Technology,74.66%,8.94,1.53,90.90%,Underpriced,13.24,1,Slightly,0,13.24,19.092045206544025,0,0,62.24668954248366,0,164.93469696969697
ADT,ADT Inc.,5916569177,6.42,9.15,42.52%,Security & Protection Services,160.5,0.04,,1.79,921583984.0,3314526000.0,Industrials,,0.92,1.79,0.90%,Underpriced,42.52,1,Significantly,1,42.52,1.7991381406712033,0,1,62.24668954248366,1,33.82333333333333
ADTH,AdTheorent Holding Company,129081147,1.47,2.63,78.91%,Advertising Agencies,2.07,0.71,,0.85,87810304.0,151584000.0,Communication Services,,0.78,1.05,44.80%,Underpriced,78.91,1,Significantly,1,78.91,5.251391230633627,1,0,62.24668954248366,0,42.89111111111111
ADTN,ADTRAN Holdings,844757879,10.74,20.11,87.24%,Communication Equipment,,-0.28,11.04,1.03,78655296.0,820162000.0,Technology,,0.71,1.38,-4.70%,Underpriced,87.24,1,Significantly,1,87.24,,0,0,62.24668954248366,0,26.672758620689656
ADTX,Aditxt,3905287,0.58,4.0,592.40%,Biotechnology,,-9.96,,57.37,6760060.0,68068.0,Healthcare,,4.15,1.54,-569.90%,Underpriced,589.66,1,Significantly,1,589.66,,0,0,62.24668954248366,0,22.024186046511627
ADUS,Addus HomeCare,1487716783,91.81,110.2,20.03%,Medical Care Facilities,29.71,3.09,1.74,2.29,16204300.0,648886000.0,Healthcare,11.15%,1.52,0.88,8.00%,Underpriced,20.03,1,Significantly,1,20.03,52.76422497171282,0,0,62.24668954248366,0,27.51
ADV,Advantage Solutions,696935400,2.15,2.95,37.21%,Advertising Agencies,,-4.54,,0.64,324156000.0,1086636000.0,Communication Services,,0.17,1.54,-79.90%,Underpriced,37.21,1,Significantly,1,37.21,,0,0,62.24668954248366,0,42.89111111111111
ADVM,Adverum Biotechnologies,152874000,1.52,2.75,80.92%,Biotechnology,,-1.46,,0.97,100575000.0,157757000.0,Healthcare,,42.47,0.71,-73.60%,Underpriced,80.92,1,Significantly,1,80.92,,0,0,62.24668954248366,0,22.024186046511627
ADXN,Addex Therapeutics,11017614,0.67,N/A,,Biotechnology,,-0.4,,2.46,16444200.0,4473877.0,Healthcare,,5.95,1.68,-292.30%,N/A,,0,,0,,,0,0,62.24668954248366,0,22.024186046511627
AE,Adams Resources & Energy,87446460,34.5,N/A,,Oil & Gas Refining & Marketing,,-1.32,,0.96,2534680.0,91155000.0,Energy,,0.03,0.87,-3.50%,N/A,,0,,0,,,0,0,62.24668954248366,0,7.945
AEAE,AltEnergy Acquisition,292695000,10.27,N/A,,Shell Companies,46.68,0.22,,,28500000.0,-9930314.0,Financials,-85.03%,,,-62.00%,N/A,,0,,0,,,0,0,62.24668954248366,0,132.68085501858738
AEE,Ameren,22080164047,84.08,92.92,10.51%,Utilities - Regulated Electric,20.07,4.19,2.55,2.08,262608992.0,10607000000.0,Utilities,6.62%,2.71,0.45,10.50%,Underpriced,10.51,1,Slightly,0,10.51,61.70775671282079,0,0,62.24668954248366,0,21.315454545454543
AEG,Aegon,9196177070,4.79,N/A,,Insurance - Diversified,,-0.78,14.09,0.62,1919869952.0,14908510638.0,Financials,,,1.25,-7.10%,N/A,,0,,0,,,0,0,62.24668954248366,0,56.15923076923077
AEHL,Antelope Enterprise Holdings,15797591,0.88,N/A,,Building Products & Equipment,,-0.99,,105.17,17992700.0,150215.0,Industrials,,0.38,0.93,-206.70%,N/A,,0,,0,,,0,0,62.24668954248366,0,25.749655172413792
AEHR,Aehr Test Systems,1116525080,39.4,N/A,,Semiconductor Equipment & Materials,78.8,0.5,5.92,16.27,28338200.0,68634000.0,Technology,212.50%,17.73,1.96,25.00%,N/A,,0,,0,,5.219871187270146,0,1,62.24668954248366,0,244.2408
AEI,Alset EHome International,15145597,1.64,N/A,,Real Estate - Development,,-5.28,,0.11,9235120.0,138166266.0,Real Estate,,4.38,1.15,-26.00%,N/A,,0,,0,,,0,0,62.24668954248366,0,4.165
AEIS,Advanced Energy Industries,4038250783,107.59,99.25,-7.75%,Electrical Equipment & Parts,20.93,5.14,0.41,3.68,37533700.0,1095913000.0,Industrials,47.70%,2.16,1.55,19.00%,Overpriced,-7.75,0,Slightly,0,7.75,58.109905432290375,0,0,62.24668954248366,0,20.11842105263158
AEL,American Equity Investment Life Holding Company,3229887306,41.44,45.5,9.80%,Insurance - Life,8.17,5.07,1.14,1.24,77941296.0,2605485000.0,Financials,-40.70%,1.67,0.87,15.10%,Underpriced,9.8,1,Slightly,0,9.8,61.75266658095599,1,0,62.24668954248366,0,70.66466666666666
AEM,Agnico Eagle Mines,25213277184,51.0,56.5,10.78%,Gold,10.04,5.08,1.91,1.27,494377984.0,19786041000.0,Materials,151.49%,4.26,0.81,13.90%,Underpriced,10.78,1,Slightly,0,10.78,67.63523548397517,1,0,62.24668954248366,0,61.23947368421052
AEMD,Aethlon Medical,8498641,0.37,N/A,,Medical Devices,,-0.74,,0.49,22969300.0,17279199.0,Healthcare,,647.96,1.2,-77.00%,N/A,,0,,0,,,0,0,62.24668954248366,0,1044.0974193548386
AENZ,Aenza,175432993,2.01,N/A,,Engineering & Construction,,-1.49,,0.63,87280096.0,279343158.0,Industrials,,0.15,0.54,-39.80%,N/A,,0,,0,,,0,0,62.24668954248366,0,30.660833333333333
AEO,American Eagle Outfitters,2318074834,11.74,13.0,10.73%,Apparel Retail,21.35,0.55,38.27,1.43,197451008.0,1619016000.0,Consumer Discretionary,-68.21%,0.46,1.51,7.40%,Underpriced,10.73,1,Slightly,0,10.73,10.073224116652808,0,0,62.24668954248366,0,21.7276
AEP,American Electric Power Company,43721200309,84.93,100.17,17.94%,Utilities - Regulated Electric,22.0,3.86,3.04,1.84,514791008.0,23738200000.0,Utilities,-25.91%,2.22,0.46,8.30%,Underpriced,17.94,1,Slightly,0,17.94,63.283913389960105,0,0,62.24668954248366,0,21.315454545454543
AER,AerCap Holdings,14581267200,61.2,74.14,21.14%,Rental & Leasing Services,8.52,7.07,0.91,0.91,238256000.0,16045416000.0,Industrials,,2.06,1.99,10.90%,Underpriced,21.14,1,Significantly,1,21.14,103.50338026936225,1,0,62.24668954248366,0,18.271428571428572
AES,The AES Corporation,14283630240,21.34,30.33,42.13%,Utilities - Diversified,,-0.79,2.13,6.05,669336000.0,2362000000.0,Utilities,,1.1,0.94,-18.20%,Underpriced,42.13,1,Significantly,1,42.13,,0,0,62.24668954248366,0,57.70769230769231
AESI,Atlas Energy Solutions,1791000054,17.91,24.5,36.80%,Oil & Gas Equipment & Services,9.05,1.98,,31.72,100000003.0,56465000.0,Energy,,3.11,,,Underpriced,36.8,1,Significantly,1,36.8,5.015491675334064,0,0,62.24668954248366,0,26.985882352941175
AEVA,Aeva Technologies,290876509,1.32,2.88,118.18%,Auto Parts,,-0.69,,0.96,220360992.0,301964000.0,Consumer Discretionary,,69.21,1.11,-42.80%,Underpriced,118.18,1,Significantly,1,118.18,,0,0,62.24668954248366,0,53.232
AEY,ADDvantage Technologies Group,9227133,0.62,N/A,,Electronics & Computer Distribution,,-0.07,,0.95,14860900.0,9698000.0,Technology,,0.1,0.48,-8.10%,N/A,,0,,0,,,0,0,62.24668954248366,0,12.782222222222222
AEYE,AudioEye,65103152,5.56,10.0,79.86%,Software - Application,,-0.77,,6.9,11709200.0,9438000.0,Technology,,2.12,1.14,-79.30%,Underpriced,79.86,1,Significantly,1,79.86,,0,0,62.24668954248366,0,164.93469696969697
AEZS,Aeterna Zentaris,13790699,2.84,28.0,885.92%,Biotechnology,,-5.01,,0.44,4855880.0,31208000.0,Healthcare,,2.21,1.71,-57.00%,Underpriced,885.92,1,Significantly,1,885.92,,0,0,62.24668954248366,0,22.024186046511627
AFAR,Aura FAT Projects Acquisition,153449100,10.59,N/A,,Shell Companies,75.64,0.14,,,14490000.0,-3930596.0,Financials,,,,-51.30%,N/A,,0,,0,,,0,1,62.24668954248366,0,132.68085501858738
AFBI,Affinity Bancshares,81688125,12.5,N/A,,Banks - Regional,11.79,1.06,,0.69,6535050.0,118310000.0,Financials,,2.65,0.36,6.10%,N/A,,0,,0,,20.779278386523675,1,0,62.24668954248366,0,11.796324786324787
AFCG,AFC Gamma,267161890,13.06,16.25,24.43%,REIT - Specialty,7.46,1.75,,0.79,20456500.0,337879330.0,Real Estate,,3.58,0.98,10.50%,Underpriced,24.43,1,Significantly,1,24.43,25.50206982114711,1,0,62.24668954248366,0,41.85875
AFG,American Financial Group,9914064817,116.39,158.33,36.03%,Insurance - Property & Casualty,12.1,9.62,2.78,2.52,85179696.0,3941000000.0,Financials,-55.97%,1.38,0.82,20.50%,Underpriced,36.03,1,Significantly,1,36.03,100.07232031508842,0,0,62.24668954248366,0,101.15631578947368
AFIB,Acutus Medical,23488931,0.81,1.5,85.16%,Medical Devices,,-0.6,,0.39,28995100.0,60466000.0,Healthcare,,1.39,0.82,-23.60%,Underpriced,85.19,1,Significantly,1,85.19,,0,0,62.24668954248366,0,1044.0974193548386
AFL,Aflac,41951481165,69.43,72.36,4.22%,Insurance - Life,9.96,6.97,0.93,2.12,604227008.0,19784000000.0,Financials,14.08%,2.2,0.94,19.30%,Underpriced,4.22,1,Slightly,0,4.22,71.65799179413874,1,0,62.24668954248366,0,70.66466666666666
AFMD,Affimed,107822764,0.72,5.33,638.23%,Biotechnology,,-0.73,,0.79,149339008.0,135967391.0,Healthcare,,2.62,2.52,-62.20%,Underpriced,640.28,1,Significantly,1,640.28,,0,0,62.24668954248366,0,22.024186046511627
AFRI,Forafric Global,290025489,10.79,N/A,,Farm Products,,-0.72,,7.62,26879100.0,38053000.0,Consumer Staples,,1.0,0.5,-48.90%,N/A,,0,,0,,,0,0,62.24668954248366,0,14.539090909090909
AFRM,Affirm Holdings,4929085853,16.67,15.78,-5.34%,Software - Infrastructure,,-3.3,,1.96,295686014.0,2511136000.0,Technology,,3.27,3.16,-37.90%,Overpriced,-5.34,0,Slightly,0,5.34,,0,0,62.24668954248366,0,91.06395348837209
AFTR,AfterNext HealthTech Acquisition,323124990,10.34,N/A,,Shell Companies,38.3,0.27,,,31249999.0,-12515740.0,Financials,-47.06%,,,-69.80%,N/A,,0,,0,,,0,0,62.24668954248366,0,132.68085501858738
AFYA,Afya Limited,1241827140,13.25,18.0,35.85%,Education & Training Services,16.16,0.76,,1.94,93722803.0,641674468.0,Consumer Staples,49.24%,2.6,0.85,11.20%,Underpriced,35.85,1,Significantly,1,35.85,10.820138016170542,0,0,62.24668954248366,0,47.4225
AG,First Majestic Silver,1528920440,5.57,10.0,79.53%,Silver,,-0.83,,1.15,274492000.0,1330600000.0,Materials,,2.45,0.98,-16.30%,Underpriced,79.53,1,Significantly,1,79.53,,0,0,62.24668954248366,0,42.59
AGAC,African Gold Acquisition,164509790,10.5,N/A,,Shell Companies,61.76,0.17,,,15667599.0,-22334018.0,Financials,,,0.02,-29.90%,N/A,,0,,0,,,0,0,62.24668954248366,0,132.68085501858738
AGAE,Allied Gaming & Entertainment,39641986,1.06,N/A,,Entertainment,,-0.23,,0.47,37398100.0,84558209.0,Communication Services,,7.72,1.36,-10.10%,N/A,,0,,0,,,0,0,62.24668954248366,0,49.265
AGBA,AGBA Acquisition,93019332,1.48,N/A,,Shell Companies,,-0.87,,32.63,62850900.0,2851065.0,Financials,,,0.26,,N/A,,0,,0,,,0,0,62.24668954248366,0,132.68085501858738
AGCO,AGCO Corporation,9872342054,131.87,152.46,15.61%,Farm & Heavy Construction Machinery,10.19,12.94,1.93,2.39,74864200.0,4132700000.0,Industrials,8.83%,0.74,1.35,26.00%,Underpriced,15.61,1,Slightly,0,15.61,126.77634982295122,0,0,62.24668954248366,0,31.45052631578947
AGE,AgeX Therapeutics,25958689,0.68,N/A,,Biotechnology,,-0.3,,,37951300.0,-19894000.0,Healthcare,,665.61,1.51,,N/A,,0,,0,,1.8810468601708739,1,0,62.24668954248366,0,22.024186046511627
AGEN,Agenus,617510520,1.77,8.12,358.76%,Biotechnology,,-0.82,,,348876000.0,-58536000.0,Healthcare,,6.5,1.42,,Underpriced,358.76,1,Significantly,1,358.76,1.7594387760082801,0,0,62.24668954248366,0,22.024186046511627
AGFY,Agrify,4426730,0.2,15.0,7256.55%,Engineering & Construction,,-62.23,,0.13,21710300.0,34656000.0,Industrials,,0.06,1.93,-154.70%,Underpriced,7400.0,1,Significantly,1,7400.0,,0,0,62.24668954248366,0,30.660833333333333
AGI,Alamos Gold,4832706862,12.24,14.5,18.46%,Gold,51.0,0.24,-2.5,1.75,394828992.0,2769100000.0,Materials,,5.44,1.03,3.50%,Underpriced,18.46,1,Slightly,0,18.46,6.154059376836736,0,0,62.24668954248366,0,61.23947368421052
AGIL,AgileThought,36530514,0.73,3.25,345.21%,Software - Application,,-1.11,,0.83,50041800.0,44043000.0,Technology,,0.21,-0.28,-73.10%,Underpriced,345.21,1,Significantly,1,345.21,,0,0,62.24668954248366,0,164.93469696969697
AGIO,Agios Pharmaceuticals,1432873024,25.78,35.75,38.67%,Biotechnology,,-3.97,,1.38,55580800.0,1036526000.0,Healthcare,,75.35,0.94,-20.20%,Underpriced,38.67,1,Significantly,1,38.67,,0,0,62.24668954248366,0,22.024186046511627
AGL,agilon health,7201500741,17.36,28.15,62.15%,Medical Care Facilities,,-0.22,,6.65,414832992.0,1082514000.0,Healthcare,,2.26,1.12,-8.50%,Underpriced,62.15,1,Significantly,1,62.15,,0,0,62.24668954248366,0,27.51
AGLE,Aeglea BioTherapeutics,9135709,0.14,1.5,973.73%,Biotechnology,,-0.84,,0.27,65395200.0,33652000.0,Healthcare,,7.84,1.75,-132.10%,Underpriced,971.43,1,Significantly,1,971.43,,0,0,62.24668954248366,0,22.024186046511627
AGM,Federal Agricultural Mortgage,1574397000,148.5,167.0,12.46%,Credit Services,10.74,13.83,1.64,1.22,10602000.0,1292385000.0,Financials,19.64%,5.07,1.06,12.00%,Underpriced,12.46,1,Slightly,0,12.46,194.7620797812374,1,0,62.24668954248366,0,24.72840909090909
AGM.A,Federal Agricultural Mortgage,1540954865,123.47,N/A,,Credit Services,8.93,13.83,,1.19,12480399.0,1292385000.0,Financials,19.64%,4.96,1.06,12.00%,N/A,,0,,0,,179.50810757123216,1,0,62.24668954248366,0,24.72840909090909
AGMH,AGM Group Holdings,45599024,1.88,N/A,,Software - Application,2.0,0.87,,1.29,24254800.0,35384841.0,Technology,,0.3,1.25,96.80%,N/A,,0,,0,,5.343928769111714,1,0,62.24668954248366,0,164.93469696969697
AGNC,AGNC Investment,6082219520,10.21,10.75,5.29%,REIT - Mortgage,,-1.43,17.55,0.78,595712000.0,7792000000.0,Real Estate,,,1.22,-10.30%,Underpriced,5.29,1,Slightly,0,5.29,,0,0,62.24668954248366,0,16.103125
AGO,Assured Guaranty,3238243827,54.57,84.0,53.93%,Insurance - Specialty,24.36,2.24,2.52,0.6,59341100.0,5415000000.0,Financials,-63.04%,4.59,1.11,2.60%,Underpriced,53.93,1,Significantly,1,53.93,67.81670773032744,1,0,62.24668954248366,0,20.699375
AGR,Avangrid,14951716031,38.66,40.17,3.91%,Utilities - Regulated Electric,22.09,1.75,4.18,0.77,386748992.0,19507000000.0,Utilities,-17.84%,1.81,0.44,3.50%,Underpriced,3.91,1,Slightly,0,3.91,44.564694137203425,1,0,62.24668954248366,0,21.315454545454543
AGRI,AgriFORCE Growing Systems,4783948,0.26,4.17,1514.40%,Farm Products,,-0.58,,0.58,18520900.0,8209325.0,Consumer Staples,,,,-116.60%,Underpriced,1503.85,1,Significantly,1,1503.85,,0,0,62.24668954248366,0,14.539090909090909
AGRO,Adecoagro,1059207120,9.84,9.44,-4.07%,Farm Products,16.4,0.61,0.06,0.91,107643000.0,1161496000.0,Consumer Staples,-60.83%,0.76,0.99,5.90%,Overpriced,-4.07,0,Slightly,0,4.07,12.169483307016607,1,0,62.24668954248366,0,14.539090909090909
AGRX,Agile Therapeutics,3674118,3.26,31.0,850.92%,Drug Manufacturers - Specialty & Generic,,-81.41,,,1127030.0,-9434000.0,Healthcare,,0.28,1.14,,Underpriced,850.92,1,Significantly,1,850.92,123.8255695135319,1,0,62.24668954248366,0,42.62173913043478
AGS,PlayAGS,200580401,5.29,12.2,130.62%,Gambling,52.9,0.1,,3.65,37916900.0,54957000.0,Consumer Discretionary,,0.63,2.37,9.10%,Underpriced,130.62,1,Significantly,1,130.62,1.8058694711079517,0,0,62.24668954248366,0,22.953636363636363
AGTI,Agiliti,2311367400,17.19,20.71,20.48%,Health Information Services,171.9,0.1,,2.44,134460000.0,947021000.0,Healthcare,-60.00%,2.05,1.06,1.40%,Underpriced,20.48,1,Significantly,1,20.48,3.9808380549593556,0,1,62.24668954248366,1,95.41799999999999
AGX,Argan,533339562,39.77,N/A,,Engineering & Construction,19.98,1.99,,1.92,13410600.0,277949000.0,Industrials,-11.16%,1.16,0.6,10.00%,N/A,,0,,0,,30.463251132958995,0,0,62.24668954248366,0,30.660833333333333
AGYS,Agilysys,1799876544,71.04,85.67,20.59%,Software - Application,144.98,0.49,-2.19,16.47,25336100.0,109310000.0,Technology,172.22%,9.09,0.93,11.90%,Underpriced,20.59,1,Significantly,1,20.59,6.896827503217316,0,1,62.24668954248366,0,164.93469696969697
AHCO,AdaptHealth,1355137200,10.1,16.79,66.24%,Medical Devices,84.17,0.12,,0.63,134172000.0,2159890000.0,Healthcare,-85.00%,0.45,0.82,2.00%,Underpriced,66.24,1,Significantly,1,66.24,6.5927521976874495,0,1,62.24668954248366,0,1044.0974193548386
AHG,Akso Health Group,8100908,0.34,N/A,,Credit Services,,-0.84,,0.82,23826200.0,9912845.0,Financials,,1.28,0.95,-114.00%,N/A,,0,,0,,,0,0,62.24668954248366,0,24.72840909090909
AHH,Armada Hoffler Properties,1084112750,12.25,14.0,14.29%,REIT - Diversified,14.41,0.85,6.94,1.71,88499000.0,634655000.0,Real Estate,254.17%,2.09,0.95,9.00%,Underpriced,14.29,1,Slightly,0,14.29,11.71117290973476,0,0,62.24668954248366,0,31.277272727272727
AHI,Advanced Human Imaging,20728499,0.74,N/A,,Software - Application,,-0.72,,4.76,28007700.0,4350245.0,Technology,,68.08,0.96,-381.20%,N/A,,0,,0,,,0,0,62.24668954248366,0,164.93469696969697
AHRN,Ahren Acquisition,393372892,10.49,N/A,,Shell Companies,149.86,0.07,,,37499799.0,-4512491.0,Financials,,,,-110.00%,N/A,,0,,0,,,0,1,62.24668954248366,1,132.68085501858738
AHT,Ashford Hospitality Trust,147712544,4.06,15.5,281.77%,REIT - Hotel & Motel,,-4.63,-1.28,,36382400.0,-214381000.0,Real Estate,,0.11,2.29,,Underpriced,281.77,1,Significantly,1,281.77,24.775887970689084,1,0,62.24668954248366,0,30.103076923076927
AI,C3.ai,4913609070,44.49,27.0,-39.31%,Information Technology Services,,-2.42,,5.19,110443000.0,947370000.0,Technology,,18.42,1.5,-27.10%,Overpriced,-39.31,0,Significantly,1,39.31,,0,0,62.24668954248366,0,32.660810810810815
AIB,AIB Acquisition,39296969,10.83,N/A,,Shell Companies,,-0.14,,,3628529.0,-3517202.0,Financials,,,,-26.10%,N/A,,0,,0,,1.7473851211647313,0,0,62.24668954248366,0,132.68085501858738
AIG,American International Group,41471048275,57.3,68.14,18.92%,Insurance - Diversified,7.32,7.83,0.55,0.96,723753024.0,43317000000.0,Financials,-31.56%,0.8,1.14,14.30%,Underpriced,18.92,1,Slightly,0,18.92,102.68479253294466,1,0,62.24668954248366,0,56.15923076923077
AIH,Aesthetic Medical International Holdings Group,47444866,1.09,N/A,,Medical Care Facilities,,-0.38,,5.75,43527400.0,8253421.0,Healthcare,,0.5,-0.12,,N/A,,0,,0,,,0,0,62.24668954248366,0,27.51
AIHS,Senmiao Technology,5242406,0.66,N/A,,Credit Services,0.99,0.67,,0.92,7943040.0,5688979.0,Financials,,1.75,0.56,49.20%,N/A,,0,,0,,3.2858856890995503,1,0,62.24668954248366,0,24.72840909090909
AIM,AIM ImmunoTech,22819673,0.47,N/A,,Biotechnology,,-0.4,,0.65,48408300.0,34989000.0,Healthcare,,146.28,-0.3,-46.80%,N/A,,0,,0,,,0,0,62.24668954248366,0,22.024186046511627
AIMAU,Aimfinity Investment I,108605805,10.29,N/A,,Shell Companies,,-1.02,,,10554500.0,-2761534.0,Financials,,,,-13.90%,N/A,,0,,0,,2.4504605214644193,0,0,62.24668954248366,0,132.68085501858738
AIMD,Ainos,14810225,0.74,N/A,,Biotechnology,,-0.79,,0.46,20040900.0,32338424.0,Healthcare,,4.25,1.03,-52.80%,N/A,,0,,0,,,0,0,62.24668954248366,0,22.024186046511627
AIN,Albany International,2815800000,90.25,103.0,14.13%,Textile Manufacturing,29.79,3.03,2.0,3.15,31200000.0,892586000.0,Consumer Discretionary,-17.44%,2.66,1.32,11.20%,Underpriced,14.13,1,Slightly,0,14.13,44.16317737184365,0,0,62.24668954248366,0,29.79
AINC,Ashford,32670989,10.22,17.0,66.34%,Asset Management,,-10.93,,,3196770.0,-279404000.0,Financials,,0.05,1.97,,Underpriced,66.34,1,Significantly,1,66.34,146.60944651658653,1,0,62.24668954248366,0,42.887671232876706
AIP,Arteris,244044720,6.9,13.5,95.65%,Semiconductors,,-0.88,,7.68,35368800.0,31768000.0,Technology,,4.71,,-76.10%,Underpriced,95.65,1,Significantly,1,95.65,,0,0,62.24668954248366,0,328.74357142857144
AIR,AAR Corp.,1924492060,55.45,57.67,4.00%,Aerospace & Defense,21.92,2.53,2.41,1.8,34706800.0,1067700000.0,Industrials,31.77%,1.01,1.59,8.70%,Underpriced,4.0,1,Slightly,0,4.0,41.847436056500094,0,0,62.24668954248366,0,30.43444444444444
AIRC,Apartment Income REIT,5547256000,37.18,40.63,9.28%,REIT - Residential,11.2,3.32,2.06,2.69,149200000.0,2059615000.0,Real Estate,-29.96%,6.9,0.91,24.60%,Underpriced,9.28,1,Slightly,0,9.28,32.11211514379025,0,0,62.24668954248366,0,42.836
AIRG,Airgain,56719785,5.45,8.33,52.84%,Communication Equipment,,-0.89,0.52,1.48,10407300.0,38300000.0,Technology,,0.76,0.97,-22.20%,Underpriced,52.84,1,Significantly,1,52.84,,0,0,62.24668954248366,0,26.672758620689656
AIRI,Air Industries Group,11668545,3.58,N/A,,Aerospace & Defense,,-0.33,,0.69,3259370.0,16839000.0,Industrials,,0.22,0.89,-6.20%,N/A,,0,,0,,,0,0,62.24668954248366,0,30.43444444444444
AIRS,AirSculpt Technologies,446330100,7.86,7.33,-6.74%,Medical Care Facilities,,-0.25,,5.93,56785000.0,75228000.0,Healthcare,,2.55,,-17.70%,Overpriced,-6.74,0,Slightly,0,6.74,,0,0,62.24668954248366,0,27.51
AIRT,Air T,70471928,25.01,N/A,,Integrated Freight & Logistics,69.47,0.36,,3.3,2817750.0,21365000.0,Industrials,16.13%,0.31,1.01,4.70%,N/A,,0,,0,,7.836871554553929,0,1,62.24668954248366,1,62.13
AIT,Applied Industrial Technologies,5272805781,136.41,164.33,20.47%,Industrial Distribution,16.03,8.51,1.71,3.82,38654100.0,1380660000.0,Industrials,40.20%,1.22,1.19,26.40%,Underpriced,20.47,1,Significantly,1,20.47,82.69926078160456,0,0,62.24668954248366,0,128.738125
AIU,Meta Data,21068629959,1.1,N/A,,Education & Training Services,,-15.51,,,19153299963.0,-791348006.0,Consumer Staples,,9766.15,0.24,,N/A,,0,,0,,3.797161851220126,1,0,62.24668954248366,0,47.4225
AIV,Apartment Investment and Management Company,1229054320,8.27,N/A,,REIT - Residential,21.76,0.38,839.32,2.31,148616000.0,531839000.0,Real Estate,,6.66,1.53,9.10%,N/A,,0,,0,,5.531467485480633,0,0,62.24668954248366,0,42.836
AIXI,Xiao-I,122299224,5.53,N/A,,Software - Application,,-0.09,,,22115592.0,-5885936.0,Technology,,2.54,,,N/A,,0,,0,,0.7341266617700907,0,0,62.24668954248366,0,164.93469696969697
AIZ,Assurant,6986246304,131.44,156.25,18.88%,Insurance - Specialty,29.34,4.48,1.46,1.59,53151600.0,4396400000.0,Financials,-80.58%,0.67,0.54,5.60%,Underpriced,18.88,1,Slightly,0,18.88,91.31049443402894,0,0,62.24668954248366,0,20.699375
AJG,Arthur J. Gallagher & Co.,45801509880,213.78,223.92,4.74%,Insurance Brokers,39.74,5.38,2.09,4.67,214246000.0,9817800000.0,Financials,19.03%,5.19,0.71,12.80%,Underpriced,4.74,1,Slightly,0,4.74,74.47887810071933,0,0,62.24668954248366,0,30.905
AJRD,Aerojet Rocketdyne Holdings,4365018329,54.05,58.0,7.31%,Aerospace & Defense,59.4,0.91,5.39,7.76,80758896.0,562800000.0,Industrials,-51.34%,1.9,0.55,13.40%,Underpriced,7.31,1,Slightly,0,7.31,11.945210653164873,0,0,62.24668954248366,0,30.43444444444444
AJX,Great Ajax,138682450,5.9,9.5,61.02%,REIT - Mortgage,,-1.74,,0.42,23505500.0,330422000.0,Real Estate,,6.54,1.75,-11.10%,Underpriced,61.02,1,Significantly,1,61.02,,0,0,62.24668954248366,0,16.103125
